movie title,Cleaned_Overview
Trip,group friends traveling dense forest accidentally meet strangers who think are killers things complicated caught real killers
Deep,insomniac med school students are lured neuroscience experiment spirals control way late
Primal Rage,scientist florida university inadvertantly creates rage virus performing experiments intended restore dead brain tissue baboons journalist college paper breaks campus lab hes bitten one infected baboons virus soon s read
Abbott and Costello Go to Mars,workmen accidentally launch space rocket intended mars mistakenly landing new orleans just beginning misadventures
G-Loc,bran flees cold uninhabitable earth hopes rhea colonized humans 582 years ago rheans are new arrivals earth boards rhean spaceship cute feisty rhean
Dragon Day,family getaway mountain town turns deadly china launches massive cyberattack usa forcing nsa engineer duke evans fight save wife daughter new world order
The Area 51 Incident,outbreak occurs infamous area 51 leading group survivors underground bunker learn are
Time Chasers,inventor comes time machine prevent abuse hands evil ceo
Be More Chill,jeremy heere is just average teenager is finds squip tiny supercomputer promises bring desires date christine invite raddest party year chance survive life suburban new read
Lobster Man from Mars,movie mogul search tax shelter screens space parody young woman mad scientist space monster
Incident at Montauk,man witnesses ufo discovers linked secret government project montauk long island
The Electric Man,trace mcneil experiences 12000 volt shock life psychedelic blur reality fantasy science fiction drama
Evil Spawn,scientist is using microbes experiments dies work is finished aging actress injects serum bacterium transforms hideous bug alien resulting attrition problem detractors
Omega Doom,earth is taken army robots small number humans left are forced hiding nuclear winter droids walk face earth fear rumored human resurgence search hidden cache weapons one robot evil circuits read
The Vampire Bat,corpses drained blood begin european village vampirism is suspected responsible
The Wild Blue Yonder,alien narrates story dying planet peoples visits earth earths manmade demise human astronauts attempt alternate planet surviving humans live
Tom et Lola,immune systems tragically damaged birth tom lola are beautiful children forever isolated plastic bubbles cold urethane chillier hospital technicians beguiling spirit indomitable siblings stop read
The Last Boy,worlds end imminent dying mother sends young son journey place grants wishes films inspired works 13th century sufi mystic poet rumi
ThanksKilling 3,fowlmouthed villain turkie carves likes rapping grandma mindless puppet wigwearing inventor bisexual space worm equally ridiculous friends quest recover copy thankskilling 2
Stargames,hunted alien tyrant intent interplanetary domination young prince far away space kingdom seeks refuge earth meets brian troubled boy who is touch science fiction reality form fast friendship fight t read
The Creature Wasn't Nice,spaceship vertigo stops explore previously unknown planet crew finds unrecognized dollop protoplasm takes aboard ship return earth analysis board lifeform expands oozing personeating monster communicates primarily b read
Lifespan,doctor trying develop serum lengthen life tries formula unsuspecting residents oldage home
Pod,family intervention goes horrifically awry snowy confines isolated lake house
Puppet Master: Axis Termination,1942 soldier special division psychics working american military use help andre toulons puppets infiltrate secret nazi headquarters end evil experiments conducted
Sentinel,squad soldiers is stranded abandoned military base near future earth waiting relief enemy whichever comes
96 Souls,university research scientist lose funding status lab accident discovers peoples true intentions making situation worse
The Season of Passage,
The Outwaters,travelers encounter menacing phenomena camping remote stretch mojave desert
Nothing Lasts Forever,artist fails test is required direct traffic new york citys holland tunnel winds falling love beautiful woman takes trip moon lunar cruiser
Space,year 2050 dr ada gray fellow astronauts aboard udo fight survival accident leaves stranded deep space
Septic Man,sewage worker gets trapped inside septic tank water contamination crisis undergoes hideous transformation
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,bumbling american cops hunt mysterious mr hyde london england
Untitled Sony/Marvel Project,plot kept wraps described as femalecentric marvel film
"Invasion, U.S.A.",group people bar witness unfolding events soviet invasion usa
Inversion,streetwise american man teams young chinese physicist as race clock save earth terrifying loss gravity
Alien Trespass,crash landing near desert town alien enlists help local waitress recapture monster escaped wreckage space ship
Furia,postapocalyptic world théo rebellious youth fights repressive regime drawing posting antigovernment slogans finds dangerous love mysterious woman
AI Love You,modern love story set near future ai building is powered human feelings software glitch falls love real girl escapes building body real man tries win affections
